brand,model_year,mileage_km,engine_size_l,transmission,fuel_type,num_owners,condition_score,price
Honda,2005,247264,2.0,Manual,Gasoline,3,6,-2337
BMW,2005,100707,2.7,Manual,Diesel,4,6,10908
BMW,2019,205252,1.3,Manual,Diesel,3,7,7672
Ford,2014,86678,3.4,Manual,Gasoline,3,1,11629
BMW,2014,78309,1.4,Manual,Gasoline,1,3,12863
Chevrolet,2019,230074,4.3,Automatic,Diesel,2,9,16554
Chevrolet,2008,15778,4.3,Manual,Gasoline,3,2,15563
Toyota,2003,148573,3.1,Automatic,Diesel,1,5,6387
Chevrolet,2017,117713,1.6,Automatic,Diesel,3,3,14405
Chevrolet,2017,138180,1.1,Manual,Diesel,2,5,9969
Ford,2004,230977,4.2,Automatic,Diesel,3,7,4484
Chevrolet,2019,41382,3.4,Automatic,Diesel,2,1,17795
Toyota,2022,227426,3.8,Manual,Diesel,1,3,13351
Honda,2010,80787,2.2,Automatic,Electric,1,6,13071
Ford,2004,28341,3.0,Manual,Electric,2,7,13414
Honda,2021,213286,4.0,Automatic,Diesel,2,10,13685
Ford,2003,150439,2.9,Manual,Electric,1,3,9707
Hyundai,2011,124967,3.4,Automatic,Gasoline,2,4,12026
BMW,2001,231280,4.2,Manual,Gasoline,2,6,3300
Hyundai,2012,136066,1.9,Automatic,Diesel,4,5,10835
Chevrolet,2009,205940,1.3,Manual,Electric,3,9,2900
Honda,2008,148074,3.1,Automatic,Gasoline,1,1,6758
Chevrolet,2009,90820,1.2,Automatic,Gasoline,1,5,7991
BMW,2006,64949,4.1,Manual,Gasoline,4,1,10887
Ford,2003,151772,3.9,Automatic,Gasoline,2,8,6098
BMW,2018,215377,4.5,Manual,Electric,2,7,11527
Toyota,2009,67543,3.6,Automatic,Gasoline,2,5,13295
BMW,2002,165390,1.3,Automatic,Gasoline,1,6,4283
Toyota,2020,225931,2.0,Manual,Gasoline,4,4,12304
BMW,2018,32610,4.2,Automatic,Diesel,3,9,23255
Toyota,2020,208571,1.7,Manual,Gasoline,4,3,10628
Honda,2001,209446,3.8,Automatic,Gasoline,1,2,866
Chevrolet,2019,70226,4.1,Automatic,Electric,3,7,21387
Chevrolet,2009,50167,2.3,Automatic,Gasoline,2,2,11890
Hyundai,2001,213851,2.3,Automatic,Gasoline,4,6,2076
Chevrolet,2001,164011,3.2,Manual,Gasoline,4,8,5362
Ford,2016,197437,4.4,Manual,Diesel,1,3,9205
BMW,2015,72381,1.9,Automatic,Electric,4,3,13529
Hyundai,2015,51710,4.8,Automatic,Electric,3,3,19540
Ford,2013,21766,3.4,Manual,Diesel,4,1,17106
Ford,2006,107416,5.0,Automatic,Diesel,1,9,17853
Toyota,2020,17780,1.4,Manual,Electric,4,5,18620
Chevrolet,2010,53458,1.5,Automatic,Gasoline,3,9,11210
Honda,2000,61221,4.3,Automatic,Electric,3,5,10384
Honda,2010,244464,4.5,Manual,Diesel,1,7,5832
Hyundai,2022,6509,2.8,Automatic,Gasoline,2,1,18644
Honda,2020,94493,3.9,Manual,Electric,1,9,20246
BMW,2003,246780,4.5,Manual,Gasoline,2,1,4243
Honda,2006,170418,1.2,Manual,Gasoline,3,4,6286
Hyundai,2014,218871,3.3,Manual,Diesel,4,7,9197
Honda,2017,121850,4.4,Manual,Electric,4,9,15937
BMW,2011,182946,2.6,Manual,Diesel,3,1,7897
Toyota,2016,162220,2.2,Automatic,Electric,1,6,10944
Hyundai,2000,36533,4.2,Manual,Electric,4,10,10606
Toyota,2010,113144,2.3,Manual,Gasoline,1,5,13723
Toyota,2000,127402,1.0,Automatic,Gasoline,4,3,5959
Toyota,2014,83467,4.8,Manual,Gasoline,2,10,18447
Ford,2020,6359,3.4,Automatic,Diesel,4,2,20929
Chevrolet,2009,124119,4.3,Manual,Gasoline,2,1,12363
Ford,2006,226140,4.3,Manual,Diesel,4,2,4216
Chevrolet,2001,196385,1.3,Manual,Gasoline,4,4,325
Toyota,2009,25344,1.7,Automatic,Diesel,4,6,14000
Hyundai,2003,123499,2.2,Automatic,Electric,4,5,7407
Chevrolet,2011,74778,2.3,Manual,Diesel,4,4,12159
BMW,2018,25601,3.6,Manual,Diesel,1,8,20341
BMW,2010,155188,3.5,Automatic,Diesel,2,7,12575
Honda,2007,193057,3.0,Automatic,Electric,2,4,2399
Chevrolet,2017,106013,1.8,Automatic,Diesel,4,10,16533
Hyundai,2010,35782,2.5,Manual,Electric,1,5,14447
Ford,2010,116095,3.2,Automatic,Gasoline,1,10,10974
Toyota,2012,185891,2.9,Automatic,Gasoline,3,5,7999
Honda,2002,220488,1.5,Automatic,Electric,3,3,298
BMW,2011,205107,3.6,Automatic,Diesel,1,9,10101
Ford,2002,102123,1.3,Automatic,Gasoline,3,5,6544
Ford,2009,49458,2.5,Automatic,Diesel,2,10,13043
Toyota,2016,227628,3.8,Automatic,Diesel,1,2,10500
Chevrolet,2021,129225,1.1,Manual,Electric,3,4,13846
BMW,2001,144152,3.3,Automatic,Gasoline,1,4,6546
Hyundai,2016,224815,2.3,Manual,Electric,3,5,8602
Ford,2015,170029,1.0,Manual,Electric,1,8,7174
Toyota,2001,149980,1.8,Automatic,Electric,4,5,4944
Hyundai,2021,101188,4.8,Manual,Electric,2,1,15552
Chevrolet,2019,231952,3.1,Manual,Diesel,3,2,9502
BMW,2005,126292,5.0,Automatic,Gasoline,4,3,7965
Chevrolet,2009,95570,3.1,Manual,Gasoline,1,3,7676
Ford,2009,227396,3.2,Automatic,Gasoline,4,10,6322
Hyundai,2007,214359,2.6,Automatic,Diesel,2,6,6148
Hyundai,2000,128791,2.2,Automatic,Diesel,3,9,5097
Hyundai,2012,183554,2.0,Automatic,Electric,3,10,10891
Ford,2008,235401,2.4,Automatic,Electric,1,1,3231
Ford,2021,130291,2.8,Automatic,Electric,2,6,16240
Chevrolet,2009,103375,1.8,Automatic,Electric,4,9,8846
Honda,2014,43314,1.9,Manual,Gasoline,1,4,16798
Chevrolet,2004,237061,2.1,Automatic,Electric,3,10,2821
BMW,2021,210993,2.8,Manual,Diesel,4,3,10714
Toyota,2015,219840,3.6,Automatic,Diesel,1,6,6643
Hyundai,2012,113880,4.4,Automatic,Diesel,4,6,10818
Honda,2021,105326,2.1,Automatic,Electric,4,2,18048
Toyota,2019,151903,1.7,Manual,Gasoline,1,5,10272
Honda,2017,126026,2.5,Manual,Gasoline,4,1,16343
Chevrolet,2010,156197,4.6,Manual,Electric,4,9,9622
Ford,2008,67451,1.0,Manual,Electric,2,9,10430
Hyundai,2015,50708,3.7,Manual,Diesel,2,3,23127
Chevrolet,2001,22682,2.9,Manual,Diesel,3,5,10324
Toyota,2001,107406,1.6,Automatic,Gasoline,2,3,3601
Toyota,2011,218896,2.3,Automatic,Diesel,1,7,5376
Toyota,2007,171866,1.9,Manual,Diesel,4,1,2372
Toyota,2008,64372,4.5,Manual,Electric,3,5,13716
Toyota,2011,44477,2.9,Manual,Gasoline,2,6,15420
Honda,2008,189935,3.3,Manual,Electric,4,7,8990
Chevrolet,2009,226013,3.4,Manual,Gasoline,1,3,6418
Hyundai,2001,174809,3.6,Automatic,Electric,4,7,4851
Ford,2015,138692,3.0,Automatic,Gasoline,1,4,16765
Ford,2019,237022,1.1,Automatic,Diesel,4,10,9449
Chevrolet,2006,239241,2.3,Automatic,Gasoline,3,6,5308
Chevrolet,2001,171129,1.7,Automatic,Gasoline,3,5,4425
Ford,2000,176210,3.7,Automatic,Electric,2,4,6582
Ford,2018,215462,1.2,Automatic,Gasoline,2,6,10821
Honda,2003,58024,3.3,Automatic,Gasoline,4,3,12367
BMW,2021,145749,1.8,Manual,Gasoline,4,3,15032
Hyundai,2001,180183,4.8,Manual,Electric,2,5,8262
Toyota,2013,160146,2.3,Automatic,Gasoline,2,5,8620
BMW,2001,22824,2.3,Automatic,Electric,4,9,9590
Chevrolet,2014,136837,4.7,Automatic,Diesel,4,4,10565
Ford,2011,181511,2.7,Manual,Electric,4,5,9172
BMW,2004,102151,4.9,Manual,Gasoline,3,9,13516
Hyundai,2019,53926,1.1,Automatic,Diesel,1,4,14724
Chevrolet,2006,172932,2.2,Manual,Gasoline,1,3,3904
Toyota,2020,17975,3.7,Automatic,Electric,2,7,24883
Toyota,2009,79877,4.6,Automatic,Diesel,3,7,15694
Hyundai,2013,229749,2.0,Automatic,Diesel,4,8,7613
Hyundai,2013,82870,4.7,Automatic,Diesel,4,4,16786
Ford,2004,86371,3.4,Automatic,Gasoline,2,4,9557
Toyota,2017,162620,4.2,Manual,Diesel,2,9,10859
Chevrolet,2013,105970,2.6,Automatic,Diesel,3,10,14485
BMW,2001,226647,1.8,Automatic,Diesel,1,7,4430
Chevrolet,2011,103066,4.6,Automatic,Diesel,1,3,14345
Honda,2021,174808,4.7,Automatic,Electric,4,9,13572
Honda,2005,66562,3.0,Manual,Gasoline,2,5,10771
Hyundai,2003,45409,1.0,Automatic,Gasoline,3,4,11029
Ford,2012,220173,1.4,Automatic,Diesel,4,1,7129
Honda,2003,14834,3.3,Manual,Electric,1,9,16573
Toyota,2021,107192,1.1,Automatic,Diesel,1,6,17461
Chevrolet,2013,5840,2.6,Automatic,Gasoline,3,2,13512
Chevrolet,2015,215481,2.2,Automatic,Gasoline,4,7,8584
Hyundai,2003,36568,3.9,Automatic,Gasoline,3,3,9487
BMW,2000,15846,1.2,Manual,Diesel,4,6,10776
Hyundai,2012,141971,3.0,Automatic,Diesel,1,8,12665
BMW,2003,91038,3.3,Automatic,Electric,2,3,7406
Hyundai,2019,202173,3.5,Manual,Electric,2,5,11290
Hyundai,2017,174845,2.6,Automatic,Gasoline,1,6,10171
Hyundai,2005,134789,2.2,Automatic,Gasoline,2,1,8202
BMW,2002,112460,3.7,Manual,Electric,2,10,8419
BMW,2022,244850,4.4,Automatic,Gasoline,4,7,11072
Hyundai,2012,79723,3.8,Manual,Electric,3,4,16284
Honda,2015,208834,4.7,Automatic,Diesel,4,10,12477
Ford,2004,243755,3.9,Manual,Gasoline,3,7,4549
Ford,2003,109194,4.1,Automatic,Gasoline,3,7,6257
Ford,2020,116417,1.7,Automatic,Electric,2,5,13717
BMW,2007,140383,2.7,Manual,Diesel,3,8,9840
BMW,2018,245822,2.9,Automatic,Gasoline,3,8,5584
Honda,2013,61888,2.0,Manual,Gasoline,1,5,11136
Ford,2006,46616,3.1,Manual,Electric,3,5,11301
Ford,2013,188206,2.2,Manual,Diesel,1,7,10036
Hyundai,2005,227297,3.8,Manual,Electric,4,6,4057
BMW,2011,11083,2.9,Automatic,Diesel,2,4,17759
Ford,2015,148670,2.8,Manual,Diesel,3,2,9598
Chevrolet,2016,87476,4.9,Automatic,Electric,1,8,15838
Honda,2012,97416,2.6,Automatic,Electric,4,3,15312
Chevrolet,2022,7580,2.4,Manual,Diesel,4,2,22570
Chevrolet,2013,127834,2.3,Manual,Electric,4,10,9758
Honda,2006,117148,4.6,Automatic,Gasoline,1,7,6986
Chevrolet,2013,193467,3.0,Manual,Gasoline,1,10,6511
Ford,2014,47321,3.4,Automatic,Gasoline,2,6,15020
BMW,2011,14386,1.7,Manual,Gasoline,3,8,13240
Honda,2016,58171,3.2,Automatic,Gasoline,4,6,17324
Hyundai,2008,155594,2.1,Automatic,Electric,2,7,8863
Chevrolet,2021,201604,3.9,Manual,Diesel,1,2,12839
Honda,2014,227832,4.3,Automatic,Electric,2,10,8498
Toyota,2011,150707,3.9,Automatic,Gasoline,4,2,11251
Toyota,2001,136743,3.9,Manual,Gasoline,4,6,5986
BMW,2004,38545,3.0,Manual,Electric,2,9,9044
Ford,2012,190151,3.8,Manual,Electric,4,3,9497
BMW,2019,31855,2.7,Manual,Diesel,1,10,20892
BMW,2022,40790,3.6,Manual,Gasoline,4,8,24267
BMW,2007,56012,2.0,Automatic,Electric,3,5,13542
BMW,2013,122827,1.3,Automatic,Diesel,3,6,9639
Hyundai,2014,248193,2.7,Manual,Gasoline,4,6,5956
Hyundai,2010,19260,2.8,Automatic,Gasoline,2,10,16407
Honda,2000,201211,2.0,Automatic,Gasoline,4,3,1166
Toyota,2020,6074,3.9,Automatic,Electric,3,5,25584
BMW,2002,178748,1.3,Automatic,Gasoline,1,1,1830
Honda,2016,145547,1.9,Automatic,Gasoline,3,2,10281
Toyota,2018,214486,4.0,Manual,Diesel,4,10,14259
Chevrolet,2013,151192,2.7,Manual,Electric,4,3,12875
Ford,2021,159219,3.8,Automatic,Diesel,2,4,17039
Hyundai,2022,6986,3.3,Automatic,Electric,4,9,20143
Chevrolet,2007,245201,4.8,Manual,Gasoline,4,1,4801
Toyota,2012,168502,3.4,Manual,Diesel,1,3,9306
Chevrolet,2019,243569,1.1,Manual,Electric,1,3,8094
Ford,2002,60479,2.4,Manual,Electric,1,6,7734
Toyota,2004,219038,1.6,Automatic,Gasoline,2,5,3288
Chevrolet,2008,135833,4.7,Manual,Gasoline,2,3,11423
Hyundai,2005,7176,1.4,Manual,Diesel,3,4,14191
Hyundai,2021,89258,2.6,Automatic,Diesel,2,7,16341
Honda,2001,244423,1.9,Manual,Electric,1,3,-490
Chevrolet,2012,120188,4.4,Manual,Diesel,2,9,15367
BMW,2004,89153,2.2,Manual,Gasoline,4,8,3943
Chevrolet,2007,197990,5.0,Manual,Diesel,2,2,8634
Toyota,2022,163187,1.2,Manual,Diesel,4,5,12319
Toyota,2000,238984,1.5,Automatic,Electric,3,4,-1596
Chevrolet,2019,82442,1.9,Automatic,Gasoline,4,5,18783
Ford,2011,45002,4.2,Automatic,Electric,1,3,18433
Hyundai,2022,62124,4.5,Automatic,Gasoline,3,10,20735
Toyota,2010,142682,1.3,Automatic,Gasoline,3,1,4390
Hyundai,2006,244900,1.1,Manual,Electric,3,8,1001
Toyota,2014,54752,4.0,Manual,Diesel,1,9,19787
Honda,2021,83947,1.5,Manual,Electric,4,8,19731
BMW,2010,123972,1.5,Manual,Diesel,3,4,5016
Toyota,2021,79716,1.1,Manual,Electric,1,2,17509
Hyundai,2015,184065,1.2,Manual,Electric,3,4,9320
Honda,2002,15073,2.1,Manual,Diesel,3,9,13290
Toyota,2019,42251,1.3,Manual,Diesel,1,10,18213
Ford,2013,101496,2.5,Manual,Diesel,2,9,9785
BMW,2002,207509,4.3,Manual,Electric,3,5,3008
Toyota,2000,43897,2.3,Manual,Diesel,2,5,7265
Honda,2020,186978,3.9,Manual,Diesel,3,10,11983
Ford,2014,56616,1.4,Manual,Diesel,2,3,15936
Chevrolet,2000,244791,3.6,Automatic,Gasoline,4,6,119
Honda,2016,9482,2.3,Manual,Diesel,2,7,19813
Honda,2001,112990,4.0,Automatic,Diesel,2,10,10462
Ford,2019,227036,1.5,Manual,Diesel,2,9,5597
Honda,2005,209008,4.6,Manual,Gasoline,2,7,9056
Ford,2007,175646,2.0,Manual,Gasoline,4,3,9090
Toyota,2015,48284,2.4,Automatic,Diesel,1,7,13134
Ford,2018,77932,4.8,Automatic,Diesel,2,1,19888
Ford,2000,12338,3.3,Manual,Diesel,1,2,15361
BMW,2002,178790,2.5,Manual,Diesel,3,4,667
Ford,2002,148572,4.8,Manual,Gasoline,1,7,5226
Ford,2004,147617,2.3,Manual,Diesel,2,9,7946
Chevrolet,2011,66480,1.4,Automatic,Gasoline,1,5,13493
Toyota,2011,141313,5.0,Automatic,Electric,4,8,13170
BMW,2019,225386,2.1,Manual,Gasoline,4,7,9030
Chevrolet,2012,158893,4.4,Automatic,Electric,2,5,11765
Hyundai,2019,9695,1.7,Automatic,Gasoline,1,3,14484
Toyota,2008,213138,3.9,Manual,Gasoline,3,3,3643
Toyota,2006,248688,3.1,Manual,Gasoline,4,6,2541
Hyundai,2003,19318,4.9,Manual,Diesel,2,10,10713
Ford,2018,55934,3.2,Automatic,Gasoline,4,4,18022
Chevrolet,2021,158403,1.1,Manual,Diesel,2,3,12445
Honda,2018,126282,3.4,Automatic,Gasoline,1,4,13511
BMW,2005,188744,1.6,Manual,Gasoline,1,3,2105
Honda,2012,96891,4.2,Manual,Electric,1,10,12764
Hyundai,2010,212932,4.4,Automatic,Gasoline,1,6,6884
Toyota,2012,229757,2.9,Automatic,Diesel,1,7,7332
Toyota,2012,73754,4.1,Automatic,Electric,2,4,16170
BMW,2021,90677,1.6,Automatic,Electric,4,3,18415
Toyota,2019,107320,3.0,Automatic,Gasoline,3,3,15619
Toyota,2014,138909,2.6,Automatic,Gasoline,4,3,12368
BMW,2020,130261,3.4,Manual,Electric,1,9,13384
Chevrolet,2012,110338,1.2,Automatic,Diesel,4,3,10899
Chevrolet,2021,45077,4.0,Automatic,Gasoline,4,3,20600
BMW,2010,84915,1.3,Manual,Electric,2,8,12353
Hyundai,2018,140311,3.6,Automatic,Diesel,3,4,13920
Toyota,2007,246504,1.1,Automatic,Gasoline,3,7,722
Toyota,2019,222420,4.3,Manual,Electric,1,3,9832
Hyundai,2007,34669,1.7,Manual,Electric,2,8,14781
Chevrolet,2009,53624,3.1,Manual,Gasoline,2,3,12492
Ford,2015,80147,2.0,Automatic,Diesel,2,5,18221
Ford,2018,140222,3.9,Manual,Diesel,2,1,11866
Ford,2022,147181,2.3,Automatic,Electric,2,5,17283
Chevrolet,2010,235822,3.9,Manual,Diesel,3,6,1856
Chevrolet,2012,162088,2.1,Automatic,Electric,3,7,8857
Hyundai,2008,148008,4.0,Manual,Gasoline,4,2,8123
Toyota,2019,147108,1.1,Manual,Diesel,3,2,12823
Hyundai,2018,175308,2.1,Manual,Gasoline,2,9,13368
Hyundai,2015,150093,3.0,Automatic,Electric,4,10,16363
Chevrolet,2006,41943,1.2,Automatic,Gasoline,3,1,9638
Ford,2018,118694,1.7,Manual,Diesel,4,2,11992
Honda,2011,239456,4.7,Manual,Gasoline,3,2,8691
Toyota,2014,217079,4.9,Manual,Diesel,1,10,10274
Chevrolet,2022,249269,4.0,Manual,Diesel,3,7,10466
Ford,2013,186088,2.0,Automatic,Diesel,4,6,7404
Honda,2010,159316,2.0,Manual,Diesel,1,9,7013
Honda,2009,199099,3.6,Manual,Diesel,2,7,4006
Chevrolet,2010,128351,1.5,Automatic,Electric,4,3,12008
BMW,2005,43985,4.8,Automatic,Gasoline,2,3,14877
Toyota,2001,240048,1.9,Manual,Electric,2,1,-4223
Honda,2010,137574,5.0,Manual,Gasoline,4,8,15420
Chevrolet,2018,58836,3.0,Automatic,Gasoline,2,1,18012
Chevrolet,2005,104714,4.1,Automatic,Gasoline,4,2,9640
Ford,2013,8770,1.0,Manual,Electric,4,7,17320
BMW,2019,47865,4.6,Automatic,Diesel,3,1,19435
Toyota,2005,58811,2.1,Automatic,Diesel,1,4,7928
Hyundai,2016,9001,3.7,Manual,Electric,2,9,19571
Ford,2009,65848,4.2,Manual,Diesel,2,8,14561
Honda,2000,57635,1.7,Automatic,Gasoline,1,8,6318
Honda,2002,25946,2.8,Manual,Diesel,1,3,12319
Ford,2007,202206,3.0,Manual,Diesel,1,5,7948
Chevrolet,2007,100852,2.2,Manual,Diesel,1,4,8826
Honda,2019,96103,2.9,Manual,Gasoline,1,8,12317
BMW,2021,228116,2.3,Manual,Diesel,3,7,10261
Toyota,2014,48744,2.4,Automatic,Diesel,4,7,14462
BMW,2006,122729,3.7,Automatic,Diesel,1,10,9635
Honda,2010,175231,3.5,Manual,Electric,3,10,8783
Hyundai,2006,231884,1.9,Manual,Electric,1,7,783
Toyota,2003,28671,4.6,Manual,Diesel,1,1,10532
Toyota,2011,152522,4.5,Automatic,Electric,2,7,11598
Ford,2005,150980,3.0,Automatic,Electric,2,4,5315
Ford,2013,193347,2.7,Automatic,Gasoline,2,3,11820
Hyundai,2011,180430,2.5,Automatic,Electric,2,5,8471
Chevrolet,2010,185119,3.8,Manual,Electric,4,2,6776
Toyota,2018,171590,3.7,Manual,Diesel,4,8,12472
Hyundai,2020,62813,1.8,Automatic,Gasoline,2,9,17756
Ford,2004,101748,3.7,Automatic,Gasoline,2,5,9808
Ford,2013,244292,2.0,Manual,Gasoline,1,3,6318
Toyota,2020,142878,1.1,Manual,Electric,1,10,15745
BMW,2015,109733,3.8,Manual,Diesel,2,7,14871
Honda,2012,176963,3.6,Manual,Gasoline,2,1,10262
Ford,2021,131865,2.6,Manual,Gasoline,2,10,16859
Chevrolet,2021,88551,3.1,Automatic,Electric,1,3,18169
Chevrolet,2019,134335,4.8,Manual,Gasoline,2,9,16567
Ford,2021,44220,3.4,Automatic,Diesel,2,2,20672
BMW,2003,22158,3.6,Automatic,Gasoline,4,9,12085
BMW,2010,85992,1.3,Manual,Diesel,4,1,8331
Hyundai,2016,163660,1.7,Automatic,Diesel,1,4,13305
Chevrolet,2006,67576,2.2,Automatic,Diesel,4,10,11752
Hyundai,2013,93027,3.2,Manual,Electric,1,6,14695
Chevrolet,2010,160260,4.1,Automatic,Electric,3,7,9853
Honda,2021,228687,2.3,Manual,Diesel,2,3,11162
Honda,2008,63830,2.4,Manual,Diesel,1,9,12248
Toyota,2022,140091,2.0,Automatic,Gasoline,4,4,11861
Hyundai,2012,17419,2.0,Manual,Gasoline,3,5,15059
Ford,2022,38697,4.8,Manual,Gasoline,4,8,24360
Hyundai,2017,89932,3.5,Automatic,Electric,1,3,15116
Ford,2010,124712,1.6,Manual,Gasoline,3,8,5998
BMW,2014,240640,3.9,Automatic,Diesel,4,1,6881
Hyundai,2021,100428,3.9,Automatic,Diesel,3,8,15217
BMW,2018,144045,3.7,Manual,Electric,2,10,14380
Honda,2000,244073,1.5,Automatic,Electric,2,8,967
Honda,2003,91649,2.6,Manual,Gasoline,3,6,6074
Toyota,2013,127649,1.4,Automatic,Electric,4,5,11813
Hyundai,2013,16136,4.3,Manual,Diesel,4,9,22822
BMW,2002,89739,3.6,Manual,Diesel,4,6,11759
Ford,2016,67502,3.0,Automatic,Electric,2,1,15769
Honda,2002,167357,2.4,Automatic,Diesel,1,6,2301
Honda,2015,28039,1.7,Manual,Electric,1,1,16747
Ford,2013,71720,1.4,Manual,Diesel,3,6,13791
BMW,2019,128168,4.9,Automatic,Gasoline,4,3,18634
BMW,2012,93263,1.8,Manual,Electric,3,6,12339
Hyundai,2014,64155,1.2,Manual,Electric,1,6,14897
Hyundai,2013,21911,4.8,Automatic,Electric,1,1,16986
Chevrolet,2018,5916,3.2,Automatic,Diesel,4,9,22783
Chevrolet,2005,64052,4.2,Manual,Gasoline,3,8,10245
Toyota,2009,205182,1.2,Automatic,Electric,4,2,2885
Honda,2014,237695,3.3,Automatic,Diesel,1,2,8316
Hyundai,2020,22790,2.6,Manual,Electric,1,5,23042
BMW,2021,219233,4.1,Automatic,Diesel,4,10,14506
Ford,2019,141278,1.2,Automatic,Gasoline,3,2,12271
BMW,2005,126937,2.6,Manual,Diesel,2,1,7306
Honda,2022,90053,4.2,Automatic,Diesel,4,2,17581
Chevrolet,2009,54950,3.1,Manual,Electric,1,5,13113
BMW,2006,121211,3.2,Automatic,Diesel,2,10,5807
Toyota,2021,61361,1.4,Automatic,Electric,4,7,21349
Honda,2016,66451,1.5,Manual,Diesel,2,5,19609
Chevrolet,2017,42696,3.7,Automatic,Gasoline,4,1,14779
Ford,2016,217713,3.7,Automatic,Diesel,1,7,7145
Chevrolet,2008,237264,4.9,Automatic,Electric,4,6,8861
Toyota,2009,204298,3.8,Automatic,Diesel,2,7,5715
Honda,2009,107395,3.0,Automatic,Diesel,3,2,13600
Ford,2006,129121,4.4,Automatic,Gasoline,1,5,11451
Toyota,2015,51728,1.4,Manual,Electric,1,8,14971
Chevrolet,2017,60401,2.8,Automatic,Gasoline,2,7,19369
Toyota,2005,202298,2.1,Automatic,Diesel,4,6,3511
Honda,2019,30103,1.4,Manual,Gasoline,4,6,18386
Hyundai,2000,170335,4.1,Manual,Diesel,4,1,5240
Toyota,2000,212693,3.0,Manual,Diesel,1,1,2549
Toyota,2011,55044,3.2,Automatic,Gasoline,1,7,17152
Chevrolet,2020,62730,2.6,Manual,Gasoline,2,3,22973
Chevrolet,2001,30825,2.8,Manual,Diesel,4,6,11588
Ford,2003,212328,1.5,Automatic,Gasoline,4,5,3969
Chevrolet,2016,240249,3.7,Manual,Gasoline,2,3,11017
BMW,2003,42271,2.7,Automatic,Diesel,1,6,12556
Honda,2010,82256,4.3,Automatic,Electric,1,3,12932
Honda,2021,182804,1.8,Automatic,Gasoline,3,8,14653
Hyundai,2003,71433,1.8,Automatic,Gasoline,3,7,9820
Hyundai,2000,218702,3.6,Automatic,Electric,4,9,-512
Honda,2006,106999,4.4,Manual,Gasoline,1,5,13077
Hyundai,2017,237062,2.9,Automatic,Diesel,4,1,4894
Ford,2008,28572,3.9,Manual,Gasoline,1,10,17266
Chevrolet,2002,43546,5.0,Automatic,Diesel,3,8,12018
Honda,2007,151222,5.0,Manual,Electric,2,2,9965
Hyundai,2018,59165,4.0,Automatic,Electric,1,6,16353
Honda,2003,68690,4.0,Automatic,Electric,3,1,9217
BMW,2017,189736,2.0,Automatic,Gasoline,3,6,9066
Toyota,2019,218407,4.3,Manual,Electric,1,4,11475
Chevrolet,2010,211271,2.6,Manual,Gasoline,4,5,4846
Honda,2013,41948,4.8,Manual,Gasoline,1,10,19398
Toyota,2017,173102,1.3,Automatic,Gasoline,3,7,11298
Hyundai,2015,32007,2.7,Automatic,Electric,1,6,16806
Toyota,2002,105819,3.2,Manual,Electric,2,1,7587
Chevrolet,2014,96207,2.6,Automatic,Gasoline,4,9,15252
Honda,2003,226993,1.8,Manual,Electric,1,6,-3438
BMW,2004,81772,3.4,Automatic,Gasoline,3,6,11295
Hyundai,2016,27024,4.0,Manual,Electric,3,9,18765
Honda,2006,248480,3.6,Manual,Diesel,4,10,-1651
Chevrolet,2015,175456,1.9,Automatic,Electric,1,5,8843
Hyundai,2013,87912,3.9,Manual,Electric,3,6,13088
Ford,2015,238746,2.0,Automatic,Electric,4,6,5724
Toyota,2006,154229,1.7,Automatic,Gasoline,2,7,7122
Chevrolet,2008,90481,3.8,Automatic,Gasoline,4,9,14376
Ford,2003,238192,4.4,Manual,Diesel,1,5,5569
Honda,2021,93553,2.9,Manual,Diesel,1,5,20423
BMW,2010,137828,3.1,Manual,Diesel,3,4,8035
Hyundai,2001,236749,2.2,Automatic,Gasoline,2,10,2782
Toyota,2011,204184,3.0,Automatic,Diesel,1,4,4744
Hyundai,2011,227075,1.5,Manual,Diesel,3,8,7062
Honda,2003,107488,4.8,Automatic,Electric,4,2,10767
Hyundai,2017,101741,4.2,Automatic,Diesel,4,10,17454
Toyota,2020,194123,3.7,Manual,Electric,1,8,11521
Honda,2006,236773,3.2,Manual,Gasoline,2,2,5456
Hyundai,2000,200667,4.2,Automatic,Gasoline,3,1,751
BMW,2022,83210,3.0,Automatic,Electric,1,10,19294
Chevrolet,2012,179166,2.2,Manual,Diesel,3,9,8777
Honda,2005,244922,1.6,Manual,Gasoline,4,8,-2241
Chevrolet,2005,223961,3.6,Automatic,Electric,3,6,4299
Honda,2011,231457,4.7,Automatic,Gasoline,4,4,5336
BMW,2007,140607,1.6,Automatic,Gasoline,2,2,9651
Chevrolet,2021,192107,1.7,Manual,Diesel,2,8,17302
Ford,2018,52367,2.7,Automatic,Gasoline,4,3,16414
Toyota,2004,243544,4.2,Automatic,Electric,1,10,2736
Ford,2017,153190,2.2,Automatic,Diesel,4,4,12273
Hyundai,2004,195884,2.0,Automatic,Electric,3,5,-915
BMW,2009,64884,3.5,Automatic,Electric,3,4,16942
Ford,2000,202240,3.1,Automatic,Electric,3,8,1650
Honda,2009,149352,1.2,Manual,Diesel,1,9,6832
Hyundai,2004,150818,1.3,Manual,Gasoline,2,1,5738
Hyundai,2011,107572,3.6,Manual,Electric,2,2,12591
Ford,2021,58251,2.9,Automatic,Gasoline,3,4,19716
Ford,2006,89821,4.9,Manual,Gasoline,1,1,13696
BMW,2008,88583,3.7,Automatic,Electric,3,6,12120
